datetime,24_HR_PCP
2018-05-06,0.0
2018-05-07,0.0
2018-05-08,0.25
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-12,0.0
2018-05-13,0.0
2018-05-14,0.25
2018-05-15,0.25
2018-05-16,0.0
2018-05-17,4.32
2018-05-18,0.51
2018-05-19,0.0
2018-05-20,1.02
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,3.3
2018-05-26,1.27
2018-05-27,0.0
2018-05-28,0.0
2018-05-29,0.25
2018-05-30,0.25
2018-05-31,0.76
2018-06-01,0.0
2018-06-02,316.23
2018-06-03,0.76
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,0.25
2018-06-09,2.03
2018-06-10,0.0
2018-06-11,319.02
2018-06-12,0.76
2018-06-13,319.28
2018-06-14,0.25
2018-06-15,0.0
2018-06-16,0.0
2018-06-17,2.29
2018-06-18,2.79
2018-06-19,0.51
2018-06-20,1.02
2018-06-21,0.0
2018-06-22,0.0
2018-06-23,0.0
2018-06-24,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-06-27,0.0
2018-06-28,0.0
2018-06-29,0.0
2018-06-30,0.0
2018-07-01,325.88
2018-07-02,0.0
2018-07-03,325.63
2018-07-04,0.51
2018-07-05,325.88
2018-07-06,0.25
2018-07-07,325.88
2018-07-08,0.0
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-14,325.63
2018-07-15,0.25
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,0.0
2018-07-19,0.0
2018-07-20,0.0
2018-07-21,0.0
2018-07-22,0.0
2018-07-23,0.0
2018-07-24,325.63
2018-07-25,0.0
2018-07-26,0.25
2018-07-27,0.0
2018-07-28,325.63
2018-07-29,0.0
2018-07-30,325.12
2018-07-31,0.0
2018-08-01,0.0
2018-08-02,0.0
2018-08-03,0.0
2018-08-04,0.0
2018-08-05,0.0
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,0.0
2018-08-10,0.0
2018-08-11,0.0
2018-08-12,0.0
2018-08-13,0.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,0.0
2018-08-18,0.0
2018-08-19,0.0
2018-08-20,324.61
2018-08-21,0.0
2018-08-22,0.0
2018-08-23,0.0
2018-08-24,0.0
2018-08-25,0.0
2018-08-26,0.0
2018-08-27,0.25
2018-08-28,0.0
2018-08-29,324.61
2018-08-30,0.0
2018-08-31,0.0
2018-09-01,0.0
2018-09-02,0.0
2018-09-03,0.0
2018-09-04,324.36
2018-09-05,0.0
2018-09-06,0.0
2018-09-07,0.0
2018-09-08,0.25
2018-09-09,0.0
2018-09-10,324.36
2018-09-11,324.1
2018-09-12,0.0
2018-09-13,0.0
2018-09-14,0.0
2018-09-15,0.0
2018-09-16,0.0
2018-09-17,0.0
2018-09-18,0.25
2018-09-19,0.0
2018-09-20,324.1
2018-09-21,0.0
2018-09-22,0.0
2018-09-23,0.0
2018-09-24,0.25
2018-09-25,0.0
2018-09-26,0.0
2018-09-27,324.1
2018-09-28,0.0
2018-09-29,0.0
2018-09-30,0.25
2018-10-01,0.0
2018-10-02,324.1
2018-10-03,0.0
2018-10-04,7.87
2018-10-05,0.0
2018-10-06,0.25
2018-10-07,0.0
2018-10-08,0.51
2018-10-09,18.8
2018-10-10,0.0
2018-10-11,0.0
2018-10-12,0.0
2018-10-13,0.0
2018-10-14,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,0.51
2018-10-18,0.0
2018-10-19,0.0
2018-10-20,0.0
2018-10-21,0.0
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,0.0
2018-10-25,0.0
2018-10-26,0.0
2018-10-27,0.0
2018-10-28,0.0
2018-10-29,0.0
2018-10-30,0.25
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,0.0
2018-11-03,0.0
2018-11-04,0.0
2018-11-05,0.0
2018-11-06,0.25
2018-11-07,0.0
2018-11-08,0.25
2018-11-09,0.0
2018-11-10,0.0
2018-11-11,0.0
2018-11-12,0.0
2018-11-13,0.0
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-17,0.0
2018-11-18,0.0
2018-11-19,0.0
2018-11-20,0.0
2018-11-21,0.0
2018-11-22,0.51
2018-11-23,4.32
2018-11-24,0.25
2018-11-25,0.0
2018-11-26,0.0
2018-11-27,1.52
2018-11-28,1.02
2018-11-29,0.51
2018-11-30,5.08
2018-12-01,1.52
2018-12-02,0.0
2018-12-03,0.0
2018-12-04,0.0
2018-12-05,0.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-08,0.0
2018-12-09,0.0
2018-12-10,0.51
2018-12-11,0.25
2018-12-12,0.51
2018-12-13,0.25
2018-12-14,0.25
2018-12-15,0.0
2018-12-16,1.02
2018-12-17,5.59
2018-12-18,7.62
2018-12-19,0.0
2018-12-20,0.51
2018-12-21,0.0
2018-12-22,0.0
2018-12-23,0.76
2018-12-24,0.51
2018-12-25,0.0
2018-12-26,1.78
2018-12-27,1.02
2018-12-28,0.0
2018-12-29,0.0
2018-12-30,0.25
2018-12-31,0.0
2019-01-01,0.0
2019-01-02,0.0
2019-01-03,0.0
2019-01-04,0.0
2019-01-05,0.0
2019-01-06,0.25
2019-01-07,0.25
2019-01-08,0.0
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,0.0
2019-01-12,0.0
2019-01-13,0.0
2019-01-14,0.0
2019-01-15,1.02
2019-01-16,6.6
2019-01-17,4.32
2019-01-18,3.81
2019-01-19,14.22
2019-01-20,2.29
2019-01-21,0.0
2019-01-22,1.78
2019-01-23,1.02
2019-01-24,0.0
2019-01-25,0.0
2019-01-26,0.0
2019-01-27,0.0
2019-01-28,0.0
2019-01-29,0.0
2019-01-30,0.25
2019-01-31,0.0
2019-02-01,0.51
2019-02-02,14.22
2019-02-03,12.19
2019-02-04,2.79
2019-02-05,0.0
2019-02-06,0.0
2019-02-07,0.76
2019-02-08,0.51
2019-02-09,0.51
2019-02-10,0.25
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,5.59
2019-02-14,20.07
2019-02-15,0.25
2019-02-16,0.76
2019-02-17,0.0
2019-02-18,0.25
2019-02-19,0.0
2019-02-20,0.25
2019-02-21,0.0
2019-02-22,0.0
2019-02-23,2.79
2019-02-24,0.51
2019-02-25,1.02
2019-02-26,1.78
2019-02-27,16.51
2019-02-28,0.25
2019-03-01,0.0
2019-03-02,0.0
2019-03-03,0.0
2019-03-04,0.0
2019-03-05,3.05
2019-03-06,4.06
2019-03-07,0.25
2019-03-08,0.25
2019-03-09,0.0
2019-03-10,513.33
2019-03-11,0.0
2019-03-12,2.79
2019-03-13,515.87
2019-03-14,0.0
2019-03-15,515.62
2019-03-16,0.0
2019-03-17,515.37
2019-03-18,0.0
2019-03-19,515.11
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,0.51
2019-03-23,5.33
2019-03-24,5.33
2019-03-25,0.25
2019-03-26,0.51
2019-03-27,2.54
2019-03-28,1.78
2019-03-29,531.11
2019-03-30,0.0
2019-03-31,530.86
2019-04-01,0.0
2019-04-02,3.56
2019-04-03,0.76
2019-04-04,0.0
2019-04-05,0.76
2019-04-06,0.76
2019-04-07,1.78
2019-04-08,9.14
2019-04-09,4.32
2019-04-10,0.0
2019-04-11,0.0
2019-04-12,0.0
2019-04-13,0.76
2019-04-14,3.81
2019-04-15,1.27
2019-04-16,0.0
2019-04-17,0.0
2019-04-18,0.25
2019-04-19,0.0
2019-04-20,3.56
2019-04-21,0.0
2019-04-22,0.0
2019-04-23,4.06
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,0.0
2019-04-27,0.25
2019-04-28,0.25
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-04,0.0
2019-05-05,0.0
2019-05-06,0.0
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,0.0
2019-05-11,0.0
2019-05-12,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,1.52
2019-05-17,87.12
2019-05-18,86.87
2019-05-19,9.4
2019-05-20,16.76
2019-05-21,7.37
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,4.32
2019-05-25,4.06
2019-05-26,0.76
2019-05-27,0.0
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,0.0
2019-06-01,0.0
2019-06-02,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,3.3
2019-06-07,0.0
2019-06-08,0.0
2019-06-09,0.0
2019-06-10,132.59
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-15,0.0
2019-06-16,132.33
2019-06-17,132.08
2019-06-18,131.57
2019-06-19,0.25
2019-06-20,0.0
2019-06-21,0.25
2019-06-22,0.0
2019-06-23,0.0
2019-06-24,131.83
2019-06-25,0.0
2019-06-26,131.57
2019-06-27,131.06
2019-06-28,0.0
2019-06-29,0.0
2019-06-30,130.81
2019-07-01,0.0
2019-07-02,0.25
2019-07-03,130.81
2019-07-04,0.25
2019-07-05,130.81
2019-07-06,0.0
2019-07-07,130.05
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,129.79
2019-07-12,0.0
2019-07-13,0.0
2019-07-14,129.54
2019-07-15,129.29
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-20,0.0
2019-07-21,0.0
2019-07-22,129.03
2019-07-23,128.27
2019-07-24,0.25
2019-07-25,128.27
2019-07-26,0.25
2019-07-27,128.27
2019-07-28,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,127.51
2019-08-01,0.0
2019-08-02,0.0
2019-08-03,0.0
2019-08-04,127.25
2019-08-05,126.75
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,0.0
2019-08-10,1.02
2019-08-11,0.0
2019-08-12,127.51
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-17,0.0
2019-08-18,0.0
2019-08-19,127.0
2019-08-20,126.75
2019-08-21,0.25
2019-08-22,126.75
2019-08-23,0.0
2019-08-24,0.0
2019-08-25,0.0
2019-08-26,0.0
2019-08-27,126.49
2019-08-28,126.24
2019-08-29,0.51
2019-08-30,0.0
2019-08-31,126.24
2019-09-01,125.98
2019-09-02,0.0
2019-09-03,125.73
2019-09-04,0.0
2019-09-05,2.54
2019-09-06,1.02
2019-09-07,0.0
2019-09-08,3.56
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,132.59
2019-09-14,0.0
2019-09-15,0.0
2019-09-16,5.33
2019-09-17,7.37
2019-09-18,7.87
2019-09-19,152.91
2019-09-20,0.0
2019-09-21,0.0
2019-09-22,0.76
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,1.52
2019-09-27,154.69
2019-09-28,0.0
2019-09-29,0.25
2019-09-30,0.0
2019-10-01,0.76
2019-10-02,155.45
2019-10-03,0.25
2019-10-04,6.6
2019-10-05,0.0
2019-10-06,0.0
2019-10-07,0.0
2019-10-08,0.25
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-12,0.0
2019-10-13,162.31
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.76
2019-10-18,0.25
2019-10-19,5.59
2019-10-20,168.66
2019-10-21,0.25
2019-10-22,1.02
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-26,0.0
2019-10-27,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-02,0.0
2019-11-03,0.0
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-09,0.0
2019-11-10,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-16,0.25
2019-11-17,169.93
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.25
2019-11-22,169.67
2019-11-23,0.0
2019-11-24,169.42
2019-11-25,0.76
2019-11-26,0.25
2019-11-27,1.52
2019-11-28,0.0
2019-11-29,0.0
2019-11-30,0.0
2019-12-01,12.45
2019-12-02,1.78
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-07,4.06
2019-12-08,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,3.3
2019-12-12,2.54
2019-12-13,0.76
2019-12-14,0.0
2019-12-15,0.0
2019-12-16,0.0
2019-12-17,196.34
2019-12-18,0.76
2019-12-19,3.3
2019-12-20,0.0
2019-12-21,0.0
2019-12-22,0.0
2019-12-23,0.0
2019-12-24,0.0
2019-12-25,0.0
2019-12-26,0.0
2019-12-27,0.0
2019-12-28,0.0
2019-12-29,1.78
2019-12-30,0.0
2019-12-31,201.93
2020-01-01,0.0
2020-01-02,0.0
2020-01-03,0.25
2020-01-04,0.0
2020-01-05,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-11,1.02
2020-01-12,1.52
2020-01-13,1.52
2020-01-14,0.25
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-18,0.0
2020-01-19,0.0
2020-01-20,210.31
2020-01-21,1.02
2020-01-22,0.51
2020-01-23,0.25
2020-01-24,6.6
2020-01-25,0.25
2020-01-26,10.41
2020-01-27,0.25
2020-01-28,2.54
2020-01-29,8.13
2020-01-30,1.02
2020-01-31,0.0
2020-02-01,0.25
2020-02-02,1.02
2020-02-03,242.32
2020-02-04,0.0
2020-02-05,6.6
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.76
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,1.78
2020-02-17,250.95
2020-02-18,250.7
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.25
2020-02-22,0.51
2020-02-23,251.21
2020-02-24,0.25
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,251.21
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,250.95
2020-03-07,0.25
2020-03-08,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.25
2020-03-12,251.21
2020-03-13,0.0
2020-03-14,0.76
2020-03-15,1.02
2020-03-16,0.51
2020-03-17,0.76
2020-03-18,0.25
2020-03-19,0.0
2020-03-20,0.0
2020-03-21,0.0
2020-03-22,0.0
2020-03-23,0.0
2020-03-24,1.02
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,255.27
2020-03-28,0.0
2020-03-29,4.32
2020-03-30,0.76
2020-03-31,8.13
2020-04-01,0.25
2020-04-02,0.25
2020-04-03,268.73
2020-04-04,0.0
2020-04-05,1.52
2020-04-06,270.0
2020-04-07,0.25
2020-04-08,0.0
2020-04-09,0.51
2020-04-10,270.51
2020-04-11,270.26
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,270.0
2020-04-15,0.25
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,270.0
2020-04-19,0.0
2020-04-20,0.51
2020-04-21,270.26
2020-04-22,2.29
2020-04-23,1.78
2020-04-24,274.07
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,0.0
2020-04-28,273.81
2020-04-29,0.0
2020-04-30,1.27
2020-05-01,0.0
2020-05-02,0.51
2020-05-03,275.08
2020-05-04,0.0
2020-05-05,0.51
2020-05-06,0.25
2020-05-07,0.0
2020-05-08,275.59
2020-05-09,0.0
2020-05-10,0.0
2020-05-11,0.0
2020-05-12,0.25
2020-05-13,0.25
2020-05-14,3.3
2020-05-15,0.51
2020-05-16,0.0
2020-05-17,0.76
2020-05-18,7.87
2020-05-19,6.6
2020-05-20,20.32
2020-05-21,0.76
2020-05-22,107.95
2020-05-23,0.0
2020-05-24,107.7
2020-05-25,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-05-30,0.76
2020-05-31,0.76
2020-06-01,0.25
2020-06-02,109.22
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-06,1.02
2020-06-07,7.62
2020-06-08,0.0
2020-06-09,1.52
2020-06-10,0.76
2020-06-11,0.0
2020-06-12,119.89
2020-06-13,18.03
2020-06-14,2.54
2020-06-15,0.0
2020-06-16,0.76
2020-06-17,0.0
2020-06-18,140.97
2020-06-19,0.0
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-27,0.0
2020-06-28,0.25
2020-06-29,12.7
2020-06-30,3.05
2020-07-01,0.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-04,0.0
2020-07-05,0.0
2020-07-06,156.72
2020-07-07,156.46
2020-07-08,156.21
2020-07-09,0.25
2020-07-10,155.96
2020-07-11,0.51
2020-07-12,155.96
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-18,0.0
2020-07-19,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.51
2020-07-25,156.21
2020-07-26,0.25
2020-07-27,155.96
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
2020-08-01,0.0
2020-08-02,0.0
2020-08-03,0.0
2020-08-04,155.7
2020-08-05,155.45
2020-08-06,155.19
2020-08-07,0.0
2020-08-08,0.0
2020-08-09,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,0.0
2020-08-15,154.43
2020-08-16,0.0
2020-08-17,0.0
2020-08-18,154.18
2020-08-19,0.25
2020-08-20,0.0
2020-08-21,0.0
2020-08-22,0.0
2020-08-23,0.0
2020-08-24,153.67
2020-08-25,0.76
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-29,0.0
2020-08-30,0.0
2020-08-31,153.92
2020-09-01,0.51
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,153.92
2020-09-05,153.67
2020-09-06,0.0
2020-09-07,0.0
2020-09-08,0.0
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,0.0
2020-09-12,153.16
2020-09-13,0.25
2020-09-14,0.0
2020-09-15,152.91
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-19,0.0
2020-09-20,0.0
2020-09-21,0.0
2020-09-22,0.0
2020-09-23,0.0
2020-09-24,0.0
2020-09-25,0.0
2020-09-26,1.78
2020-09-27,0.0
2020-09-28,0.0
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-02,0.0
2020-10-03,0.0
2020-10-04,0.0
2020-10-05,0.0
2020-10-06,154.18
2020-10-07,153.67
2020-10-08,0.25
2020-10-09,0.0
2020-10-10,9.91
2020-10-11,0.0
2020-10-12,0.0
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,0.0
2020-10-16,0.0
2020-10-17,0.0
2020-10-18,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,0.0
2020-10-22,0.0
2020-10-23,0.0
2020-10-24,1.27
2020-10-25,0.0
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,0.0
2020-10-31,0.0
2020-11-01,0.0
2020-11-02,0.0
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,0.0
2020-11-07,0.76
2020-11-08,0.0
2020-11-09,0.25
2020-11-10,3.05
2020-11-11,0.0
2020-11-12,0.0
2020-11-13,5.33
2020-11-14,4.06
2020-11-15,7.37
2020-11-16,3.05
2020-11-17,1.02
2020-11-18,5.84
2020-11-19,195.33
2020-11-20,0.0
2020-11-21,0.0
2020-11-22,0.0
2020-11-23,0.0
2020-11-24,0.0
2020-11-25,0.76
2020-11-26,0.0
2020-11-27,0.0
2020-11-28,195.58
2020-11-29,0.0
2020-11-30,0.0
2020-12-01,0.0
2020-12-02,0.0
2020-12-03,0.0
2020-12-04,0.0
2020-12-05,0.0
2020-12-06,0.0
2020-12-07,0.0
2020-12-08,0.0
2020-12-09,0.0
2020-12-10,0.0
2020-12-11,0.0
2020-12-12,0.0
2020-12-13,5.59
2020-12-14,0.25
2020-12-15,0.76
2020-12-16,0.76
2020-12-17,2.79
2020-12-18,205.49
2020-12-19,0.0
2020-12-20,0.51
2020-12-21,0.25
2020-12-22,0.0
2020-12-23,0.0
2020-12-24,0.0
2020-12-25,0.0
2020-12-26,1.02
2020-12-27,0.0
2020-12-28,0.0
2020-12-29,0.0
2020-12-30,0.76
2020-12-31,207.77
2021-01-01,0.0
2021-01-02,1.27
2021-01-03,5.33
2021-01-04,5.84
2021-01-05,0.25
2021-01-06,0.0
2021-01-07,1.52
2021-01-08,2.54
2021-01-09,0.0
2021-01-10,0.0
2021-01-11,0.0
2021-01-12,5.08
2021-01-13,1.27
2021-01-14,0.25
2021-01-15,0.25
2021-01-16,0.0
2021-01-17,0.0
2021-01-18,0.0
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,1.52
2021-01-22,0.76
2021-01-23,0.25
2021-01-24,0.0
2021-01-25,0.0
2021-01-26,0.0
2021-01-27,0.25
2021-01-28,0.25
2021-01-29,1.78
2021-01-30,0.0
2021-01-31,0.0
2021-02-01,0.0
2021-02-02,0.0
2021-02-03,0.0
2021-02-04,0.0
2021-02-05,0.0
2021-02-06,0.0
2021-02-07,0.0
2021-02-08,0.25
2021-02-09,0.0
2021-02-10,0.0
2021-02-11,3.3
2021-02-12,2.54
2021-02-13,8.38
2021-02-14,2.54
2021-02-15,7.37
2021-02-16,0.0
2021-02-17,0.0
2021-02-18,6.86
2021-02-19,4.06
2021-02-20,0.0
2021-02-21,0.0
2021-02-22,0.0
2021-02-23,0.0
2021-02-24,0.0
2021-02-25,0.0
2021-02-26,0.0
2021-02-27,0.0
2021-02-28,0.0
2021-03-01,0.0
2021-03-02,0.0
2021-03-03,0.25
2021-03-04,0.0
2021-03-05,0.0
2021-03-06,0.25
2021-03-07,0.0
2021-03-08,0.0
2021-03-09,0.0
2021-03-10,0.0
2021-03-11,0.0
2021-03-12,0.0
2021-03-13,0.0
2021-03-14,0.0
2021-03-15,0.0
2021-03-16,0.0
2021-03-17,0.0
2021-03-18,0.0
2021-03-19,0.76
2021-03-20,0.0
2021-03-21,0.0
2021-03-22,1.27
2021-03-23,0.25
2021-03-24,0.25
2021-03-25,0.0
2021-03-26,0.0
2021-03-27,0.0
2021-03-28,0.0
2021-03-29,0.0
2021-03-30,0.0
2021-03-31,0.0
2021-04-01,0.25
2021-04-02,0.0
2021-04-03,0.0
2021-04-04,0.0
2021-04-05,0.0
2021-04-06,0.0
2021-04-07,0.0
2021-04-08,0.0
2021-04-09,0.0
2021-04-10,0.0
2021-04-11,0.0
2021-04-12,0.0
2021-04-13,0.0
2021-04-14,0.0
2021-04-15,0.25
2021-04-16,0.0
2021-04-17,0.0
2021-04-18,0.0
2021-04-19,0.0
2021-04-20,0.0
2021-04-21,0.0
2021-04-22,0.0
2021-04-23,0.0
2021-04-24,0.0
2021-04-25,0.0
2021-04-26,0.0
2021-04-27,0.0
2021-04-28,0.51
2021-04-29,0.0
2021-04-30,0.0
2021-05-01,0.25
2021-05-02,0.0
2021-05-03,0.0
2021-05-04,0.0
2021-05-05,0.0
2021-05-06,0.0
2021-05-07,0.0
2021-05-08,0.0
2021-05-09,0.0
2021-05-10,0.0
2021-05-11,0.0
2021-05-12,0.0
