datetime,ACRES_FTR_GEOM
2014-01-01,13215.561869389001
2015-01-01,13215.561869389001
2016-01-01,13215.561869389001
2017-01-01,13215.561869389001
2018-01-01,13215.561869389001
2019-01-01,13215.561869389001
2020-01-01,13215.561869389001
2021-01-01,13215.561869389001
2022-01-01,13215.561869389001
