date,max_temp_f,min_temp_f,cum_precip_in,solar_langley,wind_speed_mph,daily_precip_in,location
2024-01-01,38.64,35.47,7.56,17.93,0.0,0.0,Hood_River
2024-01-02,38.23,35.5,7.78,31.24,0.0,0.22,Hood_River
2024-01-03,41.02,31.96,7.95,37.55,0.0,0.17,Hood_River
2024-01-04,49.38,33.06,7.96,64.81,0.0,0.01,Hood_River
2024-01-05,50.46,37.32,7.96,92.52,0.0,0.0,Hood_River
2024-01-06,47.71,34.86,7.96,92.59,0.0,0.0,Hood_River
2024-01-07,46.23,30.03,7.96,110.88,0.0,0.0,Hood_River
2024-01-08,42.42,28.06,8.09,61.46,0.0,0.13,Hood_River
2024-01-09,53.78,35.59,8.1,100.86,0.0,0.01,Hood_River
2024-01-10,41.69,32.03,8.29,111.26,0.0,0.19,Hood_River
2024-01-11,45.3,19.79,8.29,113.77,0.0,0.0,Hood_River
2024-01-12,20.39,6.38,8.29,49.38,0.0,0.0,Hood_River
2024-01-13,7.92,2.13,8.49,46.33,0.0,0.2,Hood_River
2024-01-14,15.06,-0.86,8.49,116.77,0.0,0.0,Hood_River
2024-01-15,14.84,-3.3,8.49,165.74,0.0,0.0,Hood_River
2024-01-16,14.46,-4.09,8.55,156.0,0.0,0.06,Hood_River
2024-01-17,23.72,9.97,8.57,57.22,0.0,0.02,Hood_River
2024-01-18,24.37,19.47,8.94,70.11,0.0,0.37,Hood_River
2024-01-19,28.83,23.25,9.04,81.2,0.0,0.1,Hood_River
2024-01-20,30.3,24.41,9.07,100.39,0.0,0.03,Hood_River
2024-01-21,32.76,26.25,9.15,95.3,0.0,0.08,Hood_River
2024-01-22,36.91,30.91,9.24,85.9,0.0,0.09,Hood_River
2024-01-23,46.77,27.12,9.26,166.02,0.0,0.02,Hood_River
2024-01-24,33.97,28.33,9.37,91.59,0.0,0.11,Hood_River
2024-01-25,34.09,26.0,9.38,114.99,0.0,0.01,Hood_River
2024-01-26,34.8,28.12,9.44,85.38,0.0,0.06,Hood_River
2024-01-27,39.2,31.94,9.56,104.84,0.0,0.12,Hood_River
2024-01-28,45.55,31.97,9.56,158.89,0.0,0.0,Hood_River
2024-01-29,39.05,32.03,9.57,75.0,0.0,0.01,Hood_River
2024-01-30,38.99,34.76,9.58,48.64,0.0,0.01,Hood_River
2024-01-31,55.64,35.09,9.63,27.6,0.0,0.05,Hood_River
2024-02-01,54.3,40.36,9.71,38.79,0.0,0.08,Hood_River
2024-02-02,52.71,36.0,9.71,147.74,0.0,0.0,Hood_River
2024-02-03,50.33,35.59,9.71,109.93,0.0,0.0,Hood_River
2024-02-04,51.05,30.87,9.75,201.34,0.0,0.04,Hood_River
2024-02-05,50.05,39.15,9.77,76.7,0.0,0.02,Hood_River
2024-02-06,51.62,36.37,9.77,160.85,0.0,0.0,Hood_River
2024-02-07,48.67,35.18,9.77,112.73,0.0,0.0,Hood_River
2024-02-08,50.96,35.23,9.77,125.39,0.0,0.0,Hood_River
2024-02-09,51.03,32.38,9.79,200.88,0.0,0.02,Hood_River
2024-02-10,51.9,27.82,9.79,243.57,0.0,0.0,Hood_River
2024-02-11,50.54,30.24,9.79,147.64,0.0,0.0,Hood_River
2024-02-12,54.02,38.06,9.79,132.41,0.0,0.0,Hood_River
2024-02-13,51.62,31.07,9.79,261.36,0.0,0.0,Hood_River
2024-02-14,43.13,25.28,9.85,108.85,0.0,0.06,Hood_River
2024-02-15,36.99,31.85,9.88,85.41,0.0,0.03,Hood_River
2024-02-16,40.44,26.36,9.88,195.62,0.0,0.0,Hood_River
2024-02-17,37.79,22.88,9.88,115.61,0.0,0.0,Hood_River
2024-02-18,40.52,31.68,9.95,95.09,0.0,0.07,Hood_River
2024-02-19,43.03,33.93,10.09,65.1,0.0,0.14,Hood_River
2024-02-20,47.53,39.05,10.09,105.56,0.0,0.0,Hood_River
2024-02-21,51.07,41.09,10.09,128.22,0.0,0.0,Hood_River
2024-02-22,57.15,33.94,10.09,276.22,0.0,0.0,Hood_River
2024-02-23,57.68,30.49,10.09,288.77,0.0,0.0,Hood_River
2024-02-24,59.56,35.21,10.09,201.35,0.0,0.0,Hood_River
2024-02-25,59.85,46.04,10.09,177.54,0.0,0.0,Hood_River
2024-02-26,48.62,34.48,10.1,251.8,0.0,0.01,Hood_River
2024-02-27,49.39,31.34,10.11,219.61,0.0,0.01,Hood_River
2024-02-28,62.13,44.41,10.11,92.73,0.0,0.0,Hood_River
2024-02-29,61.97,36.11,10.15,88.02,0.0,0.04,Hood_River
2024-03-01,52.1,34.65,10.15,168.63,0.0,0.0,Hood_River
2024-03-02,48.69,27.83,10.16,232.19,0.0,0.01,Hood_River
2024-03-03,50.94,24.71,10.16,274.25,0.0,0.0,Hood_River
2024-03-04,49.67,31.79,10.16,264.77,0.0,0.0,Hood_River
2024-03-05,49.25,28.63,10.17,210.34,0.0,0.01,Hood_River
2024-03-06,50.89,24.13,10.17,348.64,0.0,0.0,Hood_River
2024-03-07,50.97,26.53,10.17,349.79,0.0,0.0,Hood_River
2024-03-08,57.72,23.42,10.17,358.62,0.0,0.0,Hood_River
2024-03-09,59.89,27.97,10.18,177.05,0.0,0.01,Hood_River
2024-03-10,61.78,37.5,10.18,195.26,0.0,0.0,Hood_River
2024-03-11,55.83,32.51,10.19,220.81,0.0,0.01,Hood_River
2024-03-12,58.21,38.07,10.19,338.84,0.0,0.0,Hood_River
2024-03-13,55.65,34.94,10.19,390.3,0.0,0.0,Hood_River
2024-03-14,58.53,28.04,10.19,394.64,0.0,0.0,Hood_River
2024-03-15,63.77,29.43,10.19,392.48,0.0,0.0,Hood_River
