date,max_temp_f,min_temp_f,cum_precip_in,solar_langley,wind_speed_mph,daily_precip_in,location
2018-01-01,36.83,18.0,9.15,189.84,0.0,0.0,Ontario
2018-01-02,35.72,15.37,9.15,183.44,0.0,0.0,Ontario
2018-01-03,31.73,15.36,9.15,177.66,0.0,0.0,Ontario
2018-01-04,32.17,13.47,9.15,115.76,0.0,0.0,Ontario
2018-01-05,38.67,26.96,9.21,142.52,0.0,0.06,Ontario
2018-01-06,42.24,30.07,9.24,164.63,0.0,0.03,Ontario
2018-01-07,33.45,29.89,9.24,66.17,0.0,0.0,Ontario
2018-01-08,36.56,29.76,9.27,102.36,0.0,0.03,Ontario
2018-01-09,38.77,33.14,9.56,37.27,0.0,0.29,Ontario
2018-01-10,45.26,33.06,9.57,127.07,0.0,0.01,Ontario
2018-01-11,37.97,32.2,9.67,38.15,0.0,0.1,Ontario
2018-01-12,52.15,31.42,9.67,178.25,0.0,0.0,Ontario
2018-01-13,48.16,29.82,9.67,184.96,0.0,0.0,Ontario
2018-01-14,47.33,28.04,9.67,193.39,0.0,0.0,Ontario
2018-01-15,44.03,26.87,9.67,172.74,0.0,0.0,Ontario
2018-01-16,39.69,30.13,9.76,64.29,0.0,0.09,Ontario
2018-01-17,42.25,31.18,9.76,106.33,0.0,0.0,Ontario
2018-01-18,41.4,31.42,10.06,32.03,0.0,0.3,Ontario
2018-01-19,46.54,30.23,10.13,186.0,0.0,0.07,Ontario
2018-01-20,43.4,28.41,10.13,203.93,0.0,0.0,Ontario
2018-01-21,42.2,23.27,10.19,154.84,0.0,0.06,Ontario
2018-01-22,46.77,30.19,10.2,179.51,0.0,0.01,Ontario
2018-01-23,39.39,25.97,10.2,117.19,0.0,0.0,Ontario
2018-01-24,43.32,30.13,10.2,62.98,0.0,0.0,Ontario
2018-01-25,48.54,31.46,10.2,222.37,0.0,0.0,Ontario
2018-01-26,44.38,28.1,10.2,160.67,0.0,0.0,Ontario
2018-01-27,40.79,32.2,10.29,36.46,0.0,0.09,Ontario
2018-01-28,40.96,33.73,10.29,74.44,0.0,0.0,Ontario
2018-01-29,41.64,32.75,10.29,71.93,0.0,0.0,Ontario
2018-01-30,48.4,35.15,10.29,138.34,0.0,0.0,Ontario
2018-01-31,45.88,30.68,10.29,155.98,0.0,0.0,Ontario
2018-02-01,47.13,31.52,10.29,122.59,0.0,0.0,Ontario
2018-02-02,50.5,34.94,10.29,133.19,0.0,0.0,Ontario
2018-02-03,64.3,32.5,10.29,194.02,0.0,0.0,Ontario
2018-02-04,61.26,38.18,10.29,121.0,0.0,0.0,Ontario
2018-02-05,57.62,35.71,10.29,208.55,0.0,0.0,Ontario
2018-02-06,55.49,32.98,10.29,265.35,0.0,0.0,Ontario
2018-02-07,57.06,30.05,10.29,254.49,0.0,0.0,Ontario
2018-02-08,46.78,33.11,10.29,85.78,0.0,0.0,Ontario
2018-02-09,53.01,29.39,10.29,220.83,0.0,0.0,Ontario
2018-02-10,46.93,24.66,10.29,304.35,0.0,0.0,Ontario
2018-02-11,34.74,21.55,10.29,89.57,0.0,0.0,Ontario
2018-02-12,45.13,28.96,10.29,306.08,0.0,0.0,Ontario
2018-02-13,44.75,18.86,10.29,314.26,0.0,0.0,Ontario
2018-02-14,41.6,28.54,10.29,78.34,0.0,0.0,Ontario
