date,max_temp_f,min_temp_f,cum_precip_in,solar_langley,wind_speed_mph,daily_precip_in,location
2015-01-01,30.28,12.63,4.71,156.16,0.0,0.0,Pendleton
2015-01-02,41.92,14.56,4.71,135.16,0.0,0.0,Pendleton
2015-01-03,39.73,31.88,4.72,42.38,0.0,0.01,Pendleton
2015-01-04,36.75,30.78,4.93,49.84,0.0,0.21,Pendleton
2015-01-05,56.09,34.68,4.95,78.45,0.0,0.02,Pendleton
2015-01-06,51.03,31.45,4.95,92.16,0.0,0.0,Pendleton
2015-01-07,49.11,28.92,4.95,115.61,0.0,0.0,Pendleton
2015-01-08,40.55,36.79,4.95,43.04,0.0,0.0,Pendleton
2015-01-09,41.71,35.64,4.95,71.91,0.0,0.0,Pendleton
2015-01-10,42.24,35.4,4.95,52.16,0.0,0.0,Pendleton
2015-01-11,40.92,34.84,5.14,28.56,0.0,0.19,Pendleton
2015-01-12,42.23,34.43,5.14,67.89,0.0,0.0,Pendleton
2015-01-13,42.61,38.06,5.15,40.44,0.0,0.01,Pendleton
2015-01-14,40.55,36.6,5.15,54.79,0.0,0.0,Pendleton
2015-01-15,38.21,34.31,5.62,20.88,0.0,0.47,Pendleton
2015-01-16,55.46,30.72,5.8,159.41,0.0,0.18,Pendleton
2015-01-17,39.29,30.84,7.64,15.43,0.0,1.84,Pendleton
2015-01-18,54.9,37.27,8.01,87.48,0.0,0.37,Pendleton
2015-01-19,52.54,32.1,8.06,111.42,0.0,0.05,Pendleton
2015-01-20,49.29,29.26,8.06,117.08,0.0,0.0,Pendleton
2015-01-21,38.27,28.31,8.07,33.18,0.0,0.01,Pendleton
2015-01-22,42.14,33.1,8.07,84.6,0.0,0.0,Pendleton
2015-01-23,43.69,34.37,8.08,89.42,0.0,0.01,Pendleton
2015-01-24,66.76,35.81,8.08,164.5,0.0,0.0,Pendleton
2015-01-25,61.21,38.79,8.1,191.53,0.0,0.02,Pendleton
2015-01-26,46.11,40.47,8.11,56.94,0.0,0.01,Pendleton
2015-01-27,53.21,37.37,8.12,85.18,0.0,0.01,Pendleton
2015-01-28,57.9,40.39,8.12,142.65,0.0,0.0,Pendleton
2015-01-29,41.93,37.69,8.12,59.1,0.0,0.0,Pendleton
2015-01-30,40.13,37.15,8.12,44.07,0.0,0.0,Pendleton
2015-01-31,40.37,35.63,8.12,40.01,0.0,0.0,Pendleton
2015-02-01,42.25,33.82,8.22,91.32,0.0,0.1,Pendleton
2015-02-02,56.85,38.06,8.6,118.05,0.0,0.38,Pendleton
