date,max_temp_f,min_temp_f,cum_precip_in,solar_langley,wind_speed_mph,daily_precip_in,location
2022-01-01,25.85,-0.94,7.21,202.14,0.0,0.0,Klamath_Falls
2022-01-02,34.08,6.69,7.21,167.25,0.0,0.0,Klamath_Falls
2022-01-03,39.3,29.18,7.55,137.05,0.0,0.34,Klamath_Falls
2022-01-04,38.76,32.67,7.7,92.42,0.0,0.15,Klamath_Falls
2022-01-05,43.4,36.06,7.71,86.77,0.0,0.01,Klamath_Falls
2022-01-06,48.21,32.16,7.71,191.33,0.0,0.0,Klamath_Falls
2022-01-07,40.85,30.78,7.84,99.19,0.0,0.13,Klamath_Falls
2022-01-08,41.45,23.21,7.84,217.43,0.0,0.0,Klamath_Falls
2022-01-09,44.32,22.24,7.84,216.89,0.0,0.0,Klamath_Falls
2022-01-10,46.55,26.54,7.84,135.3,0.0,0.0,Klamath_Falls
2022-01-11,49.32,28.53,7.84,139.05,0.0,0.0,Klamath_Falls
2022-01-12,53.82,24.43,7.84,204.9,0.0,0.0,Klamath_Falls
2022-01-13,46.99,25.2,7.84,162.18,0.0,0.0,Klamath_Falls
2022-01-14,44.14,22.17,7.84,223.19,0.0,0.0,Klamath_Falls
2022-01-15,46.68,20.96,7.84,228.7,0.0,0.0,Klamath_Falls
2022-01-16,50.78,21.08,7.85,229.33,0.0,0.01,Klamath_Falls
2022-01-17,46.01,20.9,7.85,204.97,0.0,0.0,Klamath_Falls
2022-01-18,48.74,24.37,7.85,171.48,0.0,0.0,Klamath_Falls
2022-01-19,51.02,25.26,7.85,231.99,0.0,0.0,Klamath_Falls
2022-01-20,51.54,24.22,7.85,196.38,0.0,0.0,Klamath_Falls
2022-01-21,46.44,20.53,7.85,243.22,0.0,0.0,Klamath_Falls
2022-01-22,56.8,21.37,7.85,248.16,0.0,0.0,Klamath_Falls
2022-01-23,56.57,22.4,7.85,250.69,0.0,0.0,Klamath_Falls
2022-01-24,54.61,17.25,7.85,251.31,0.0,0.0,Klamath_Falls
2022-01-25,48.1,19.84,7.85,259.33,0.0,0.0,Klamath_Falls
2022-01-26,46.18,14.16,7.85,263.96,0.0,0.0,Klamath_Falls
2022-01-27,49.53,13.73,7.85,263.9,0.0,0.0,Klamath_Falls
2022-01-28,51.04,14.34,7.85,262.41,0.0,0.0,Klamath_Falls
2022-01-29,49.8,12.63,7.85,269.62,0.0,0.0,Klamath_Falls
2022-01-30,48.92,14.58,7.85,197.33,0.0,0.0,Klamath_Falls
2022-01-31,42.24,21.4,7.85,266.76,0.0,0.0,Klamath_Falls
2022-02-01,39.41,9.52,7.85,281.39,0.0,0.0,Klamath_Falls
2022-02-02,41.63,15.37,7.85,256.38,0.0,0.0,Klamath_Falls
2022-02-03,48.31,14.22,7.85,280.32,0.0,0.0,Klamath_Falls
2022-02-04,49.99,16.53,7.85,240.61,0.0,0.0,Klamath_Falls
2022-02-05,52.66,15.3,7.85,286.9,0.0,0.0,Klamath_Falls
2022-02-06,59.47,14.45,7.85,295.54,0.0,0.0,Klamath_Falls
2022-02-07,55.98,16.34,7.85,292.18,0.0,0.0,Klamath_Falls
2022-02-08,59.69,17.79,7.85,301.91,0.0,0.0,Klamath_Falls
2022-02-09,61.9,32.71,7.85,295.53,0.0,0.0,Klamath_Falls
2022-02-10,62.6,25.42,7.85,305.29,0.0,0.0,Klamath_Falls
2022-02-11,59.59,19.16,7.85,316.38,0.0,0.0,Klamath_Falls
2022-02-12,60.95,19.35,7.85,320.18,0.0,0.0,Klamath_Falls
2022-02-13,65.31,19.11,7.85,323.01,0.0,0.0,Klamath_Falls
2022-02-14,55.05,26.25,7.86,242.21,0.0,0.01,Klamath_Falls
2022-02-15,45.3,21.65,7.86,333.67,0.0,0.0,Klamath_Falls
2022-02-16,51.74,16.27,7.86,340.56,0.0,0.0,Klamath_Falls
2022-02-17,54.73,15.42,7.86,334.29,0.0,0.0,Klamath_Falls
2022-02-18,59.35,16.69,7.86,344.88,0.0,0.0,Klamath_Falls
2022-02-19,61.82,16.44,7.86,342.0,0.0,0.0,Klamath_Falls
2022-02-20,43.01,20.3,7.86,325.5,0.0,0.0,Klamath_Falls
2022-02-21,33.71,17.3,7.95,170.31,0.0,0.09,Klamath_Falls
2022-02-22,29.22,13.54,7.95,175.28,0.0,0.0,Klamath_Falls
2022-02-23,32.71,5.95,7.94,378.18,0.0,7.94,Klamath_Falls
2022-02-24,41.25,7.42,7.95,361.21,0.0,0.01,Klamath_Falls
2022-02-25,44.27,8.5,7.95,390.78,0.0,0.0,Klamath_Falls
2022-02-26,50.84,11.3,7.95,312.3,0.0,0.0,Klamath_Falls
2022-02-27,55.49,34.19,7.95,240.75,0.0,0.0,Klamath_Falls
2022-02-28,62.91,33.13,7.95,217.47,0.0,0.0,Klamath_Falls
2022-03-01,62.34,31.78,7.95,292.38,0.0,0.0,Klamath_Falls
2022-03-02,64.15,28.08,7.96,339.88,0.0,0.01,Klamath_Falls
2022-03-03,42.48,31.59,7.97,82.05,0.0,0.01,Klamath_Falls
2022-03-04,42.04,19.17,7.97,314.1,0.0,0.0,Klamath_Falls
2022-03-05,45.4,27.95,7.97,280.63,0.0,0.0,Klamath_Falls
2022-03-06,48.51,11.46,7.97,424.16,0.0,0.0,Klamath_Falls
2022-03-07,58.02,15.17,7.97,405.62,0.0,0.0,Klamath_Falls
2022-03-08,52.57,23.13,7.97,280.81,0.0,0.0,Klamath_Falls
2022-03-09,45.82,25.79,7.97,261.0,0.0,0.0,Klamath_Falls
2022-03-10,47.91,12.62,7.97,446.84,0.0,0.0,Klamath_Falls
2022-03-11,61.9,13.61,7.97,445.09,0.0,0.0,Klamath_Falls
2022-03-12,60.01,18.64,8.0,401.43,0.0,0.03,Klamath_Falls
2022-03-13,44.96,28.32,8.0,266.16,0.0,0.0,Klamath_Falls
2022-03-14,65.52,28.82,8.01,337.52,0.0,0.01,Klamath_Falls
2022-03-15,49.56,33.72,8.22,283.62,0.0,0.21,Klamath_Falls
2022-03-16,54.24,23.18,8.22,465.81,0.0,0.0,Klamath_Falls
2022-03-17,59.35,25.6,8.22,334.47,0.0,0.0,Klamath_Falls
2022-03-18,59.48,19.05,8.23,383.42,0.0,0.01,Klamath_Falls
2022-03-19,47.88,26.98,8.3,203.51,0.0,0.07,Klamath_Falls
2022-03-20,46.21,12.68,8.3,316.11,0.0,0.0,Klamath_Falls
2022-03-21,56.28,28.59,8.3,245.63,0.0,0.0,Klamath_Falls
2022-03-22,69.32,29.48,8.3,471.46,0.0,0.0,Klamath_Falls
2022-03-23,71.31,28.68,8.3,471.29,0.0,0.0,Klamath_Falls
2022-03-24,71.49,23.09,8.3,466.95,0.0,0.0,Klamath_Falls
2022-03-25,70.92,31.71,8.3,461.08,0.0,0.0,Klamath_Falls
2022-03-26,70.43,27.47,8.3,421.25,0.0,0.0,Klamath_Falls
2022-03-27,61.47,40.74,8.3,190.57,0.0,0.0,Klamath_Falls
2022-03-28,55.4,41.89,8.3,299.34,0.0,0.0,Klamath_Falls
2022-03-29,63.72,29.89,8.3,478.9,0.0,0.0,Klamath_Falls
2022-03-30,50.62,31.46,8.3,338.64,0.0,0.0,Klamath_Falls
2022-03-31,54.61,18.23,8.3,481.31,0.0,0.0,Klamath_Falls
2022-04-01,63.96,19.33,8.3,502.51,0.0,0.0,Klamath_Falls
2022-04-02,58.8,24.79,8.3,519.7,0.0,0.0,Klamath_Falls
2022-04-03,59.53,21.23,8.3,408.46,0.0,0.0,Klamath_Falls
2022-04-04,45.82,32.03,8.61,140.19,0.0,0.31,Klamath_Falls
2022-04-05,47.95,28.65,8.61,526.79,0.0,0.0,Klamath_Falls
2022-04-06,64.51,22.5,8.61,552.19,0.0,0.0,Klamath_Falls
2022-04-07,77.79,27.94,8.61,554.11,0.0,0.0,Klamath_Falls
2022-04-08,59.49,33.31,8.61,542.15,0.0,0.0,Klamath_Falls
2022-04-09,49.07,20.49,8.61,551.15,0.0,0.0,Klamath_Falls
2022-04-10,45.83,26.03,8.63,216.92,0.0,0.02,Klamath_Falls
2022-04-11,34.8,24.93,8.75,425.89,0.0,0.12,Klamath_Falls
2022-04-12,38.84,22.09,8.81,439.47,0.0,0.06,Klamath_Falls
2022-04-13,40.24,27.15,8.92,277.56,0.0,0.11,Klamath_Falls
2022-04-14,46.82,25.83,8.93,451.8,0.0,0.01,Klamath_Falls
2022-04-15,46.03,22.34,8.97,415.91,0.0,0.04,Klamath_Falls
2022-04-16,43.79,29.76,9.26,528.62,0.0,0.29,Klamath_Falls
2022-04-17,57.47,25.5,9.27,405.62,0.0,0.01,Klamath_Falls
2022-04-18,56.58,32.85,9.35,446.41,0.0,0.08,Klamath_Falls
2022-04-19,45.81,28.89,9.35,362.34,0.0,0.0,Klamath_Falls
2022-04-20,48.8,23.96,9.37,274.23,0.0,0.02,Klamath_Falls
2022-04-21,49.44,30.88,9.49,399.04,0.0,0.12,Klamath_Falls
2022-04-22,52.33,26.88,9.5,473.87,0.0,0.01,Klamath_Falls
2022-04-23,57.96,22.52,9.5,597.72,0.0,0.0,Klamath_Falls
2022-04-24,66.18,24.45,9.5,612.89,0.0,0.0,Klamath_Falls
2022-04-25,63.8,33.28,9.5,346.32,0.0,0.0,Klamath_Falls
2022-04-26,55.19,35.47,9.5,577.48,0.0,0.0,Klamath_Falls
2022-04-27,57.92,28.44,9.5,561.4,0.0,0.0,Klamath_Falls
2022-04-28,52.16,28.78,9.66,463.44,0.0,0.16,Klamath_Falls
2022-04-29,60.53,22.26,9.66,566.71,0.0,0.0,Klamath_Falls
2022-04-30,60.41,35.32,9.75,530.76,0.0,0.09,Klamath_Falls
2022-05-01,61.77,24.44,9.75,646.78,0.0,0.0,Klamath_Falls
2022-05-02,50.68,30.86,9.77,528.55,0.0,0.02,Klamath_Falls
2022-05-03,64.93,23.59,9.78,655.47,0.0,0.01,Klamath_Falls
2022-05-04,77.17,31.11,9.78,513.0,0.0,0.0,Klamath_Falls
2022-05-05,56.13,43.08,9.82,252.92,0.0,0.04,Klamath_Falls
2022-05-06,63.33,39.09,9.87,339.39,0.0,0.05,Klamath_Falls
2022-05-07,48.94,29.09,9.9,490.55,0.0,0.03,Klamath_Falls
2022-05-08,40.51,24.2,9.98,346.64,0.0,0.08,Klamath_Falls
2022-05-09,43.01,23.59,10.02,325.41,0.0,0.04,Klamath_Falls
2022-05-10,45.56,27.26,10.03,416.77,0.0,0.01,Klamath_Falls
2022-05-11,53.18,21.59,10.03,518.39,0.0,0.0,Klamath_Falls
2022-05-12,52.98,34.09,10.03,278.12,0.0,0.0,Klamath_Falls
2022-05-13,62.28,32.14,10.04,439.89,0.0,0.01,Klamath_Falls
2022-05-14,69.07,38.91,10.04,605.61,0.0,0.0,Klamath_Falls
2022-05-15,77.45,35.14,10.04,577.37,0.0,0.0,Klamath_Falls
2022-05-16,68.27,32.3,10.04,592.05,0.0,0.0,Klamath_Falls
2022-05-17,70.91,26.47,10.04,670.09,0.0,0.0,Klamath_Falls
2022-05-18,70.89,32.18,10.04,586.39,0.0,0.0,Klamath_Falls
2022-05-19,54.24,34.53,10.04,583.09,0.0,0.0,Klamath_Falls
2022-05-20,60.39,23.82,10.04,691.69,0.0,0.0,Klamath_Falls
2022-05-21,65.92,33.46,10.04,694.15,0.0,0.0,Klamath_Falls
2022-05-22,67.09,37.27,10.04,663.29,0.0,0.0,Klamath_Falls
2022-05-23,71.68,38.04,10.04,671.41,0.0,0.0,Klamath_Falls
2022-05-24,74.52,32.83,10.04,681.95,0.0,0.0,Klamath_Falls
2022-05-25,81.6,38.71,10.04,697.36,0.0,0.0,Klamath_Falls
2022-05-26,78.83,39.47,10.04,548.36,0.0,0.0,Klamath_Falls
2022-05-27,65.3,38.31,10.05,318.74,0.0,0.01,Klamath_Falls
2022-05-28,58.86,41.44,10.15,393.93,0.0,0.1,Klamath_Falls
2022-05-29,52.27,35.24,10.15,383.21,0.0,0.0,Klamath_Falls
