date,max_temp_f,min_temp_f,cum_precip_in,solar_langley,wind_speed_mph,daily_precip_in,location
2023-01-01,44.84,26.47,13.38,137.85,0.0,0.0,Pendleton
2023-01-02,35.34,31.81,13.38,31.06,0.0,0.0,Pendleton
2023-01-03,36.45,29.45,13.42,48.43,0.0,0.04,Pendleton
2023-01-04,37.29,31.74,13.64,36.12,0.0,0.22,Pendleton
2023-01-05,41.58,30.71,13.85,56.15,0.0,0.21,Pendleton
2023-01-06,38.55,30.04,13.88,58.53,0.0,0.03,Pendleton
2023-01-07,43.61,33.39,13.93,46.49,0.0,0.05,Pendleton
2023-01-08,47.41,35.7,14.09,61.16,0.0,0.16,Pendleton
2023-01-09,46.42,35.07,14.28,78.96,0.0,0.19,Pendleton
2023-01-10,41.83,35.74,14.32,66.27,0.0,0.04,Pendleton
2023-01-11,42.56,35.38,14.58,30.39,0.0,0.26,Pendleton
2023-01-12,43.62,39.82,14.97,24.15,0.0,0.39,Pendleton
2023-01-13,47.03,38.65,14.98,55.12,0.0,0.01,Pendleton
2023-01-14,47.52,39.07,15.01,46.69,0.0,0.03,Pendleton
2023-01-15,44.96,36.65,15.29,33.08,0.0,0.28,Pendleton
2023-01-16,49.99,33.31,15.29,160.89,0.0,0.0,Pendleton
2023-01-17,48.95,33.12,15.33,148.91,0.0,0.04,Pendleton
2023-01-18,44.29,35.43,15.39,58.71,0.0,0.06,Pendleton
2023-01-19,47.34,27.18,15.39,178.76,0.0,0.0,Pendleton
2023-01-20,45.98,25.53,15.39,164.39,0.0,0.0,Pendleton
2023-01-21,44.23,25.31,15.47,67.73,0.0,0.08,Pendleton
2023-01-22,46.67,28.94,15.47,103.17,0.0,0.0,Pendleton
2023-01-23,52.02,28.33,15.47,175.26,0.0,0.0,Pendleton
2023-01-24,52.88,30.64,15.47,132.74,0.0,0.0,Pendleton
2023-01-25,52.46,27.42,15.47,196.15,0.0,0.0,Pendleton
2023-01-26,52.28,29.41,15.47,166.35,0.0,0.0,Pendleton
2023-01-27,53.0,41.86,15.48,107.63,0.0,0.01,Pendleton
2023-01-28,47.0,29.13,15.73,54.68,0.0,0.25,Pendleton
2023-01-29,33.18,13.45,15.79,205.06,0.0,0.06,Pendleton
2023-01-30,32.41,8.74,15.79,216.96,0.0,0.0,Pendleton
2023-01-31,37.56,18.34,15.9,148.67,0.0,0.11,Pendleton
2023-02-01,42.44,20.15,15.9,141.88,0.0,0.0,Pendleton
2023-02-02,40.9,18.16,15.9,169.47,0.0,0.0,Pendleton
