date,max_temp_f,min_temp_f,cum_precip_in,solar_langley,wind_speed_mph,daily_precip_in,location
2017-01-01,23.31,12.51,17.98,77.47,0.0,0.0,Ontario
2017-01-02,32.21,11.82,17.98,107.19,0.0,0.0,Ontario
2017-01-03,30.12,17.1,18.1,84.57,0.0,0.12,Ontario
2017-01-04,26.85,18.0,18.4,48.26,0.0,0.3,Ontario
2017-01-05,23.62,-11.54,18.4,185.35,0.0,0.0,Ontario
2017-01-06,13.72,-18.18,18.35,186.26,0.0,18.35,Ontario
2017-01-07,11.12,-19.89,18.63,84.13,0.0,0.28,Ontario
2017-01-08,30.24,10.93,18.6,47.91,0.0,18.6,Ontario
2017-01-09,42.12,21.88,19.27,152.2,0.0,0.67,Ontario
2017-01-10,36.34,32.28,19.76,64.38,0.0,0.49,Ontario
2017-01-11,45.46,22.82,19.9,155.95,0.0,0.14,Ontario
2017-01-12,31.77,9.51,19.9,220.59,0.0,0.0,Ontario
2017-01-13,15.68,-1.95,19.9,153.68,0.0,0.0,Ontario
2017-01-14,16.49,7.65,19.9,164.82,0.0,0.0,Ontario
2017-01-15,15.38,-2.86,19.92,206.49,0.0,0.02,Ontario
2017-01-16,9.94,-10.42,19.92,163.81,0.0,0.0,Ontario
2017-01-17,8.16,-9.05,19.92,183.64,0.0,0.0,Ontario
2017-01-18,22.02,4.85,20.58,86.28,0.0,0.66,Ontario
2017-01-19,31.67,21.59,20.58,150.41,0.0,0.0,Ontario
2017-01-20,35.96,26.96,20.97,135.51,0.0,0.39,Ontario
2017-01-21,38.28,31.96,20.98,144.19,0.0,0.01,Ontario
2017-01-22,37.67,19.99,21.02,119.06,0.0,0.04,Ontario
2017-01-23,34.78,24.92,21.02,149.32,0.0,0.0,Ontario
2017-01-24,35.5,23.8,21.01,250.39,0.0,21.01,Ontario
2017-01-25,30.66,19.95,21.01,158.66,0.0,0.0,Ontario
2017-01-26,29.51,11.79,21.01,180.61,0.0,0.0,Ontario
2017-01-27,19.8,13.4,21.01,142.72,0.0,0.0,Ontario
2017-01-28,23.58,18.2,21.01,112.99,0.0,0.0,Ontario
2017-01-29,25.01,7.63,21.01,225.69,0.0,0.0,Ontario
2017-01-30,21.42,3.46,1.43,177.26,0.0,1.43,Ontario
2017-01-31,22.92,13.42,1.43,127.37,0.0,0.0,Ontario
2017-02-01,29.91,21.94,1.43,130.96,0.0,0.0,Ontario
