date,max_temp_f,min_temp_f,cum_precip_in,solar_langley,wind_speed_mph,daily_precip_in,location
2015-01-01,18.92,0.95,9.66,163.36,0.0,0.0,Ontario
2015-01-02,19.41,8.92,9.66,153.73,0.0,0.0,Ontario
2015-01-03,27.0,10.71,9.66,160.12,0.0,0.0,Ontario
2015-01-04,27.92,17.39,9.72,93.15,0.0,0.06,Ontario
2015-01-05,33.24,24.36,9.72,62.23,0.0,0.0,Ontario
2015-01-06,36.48,26.69,9.72,118.29,0.0,0.0,Ontario
2015-01-07,31.48,21.34,9.72,75.72,0.0,0.0,Ontario
2015-01-08,30.44,25.34,9.73,56.39,0.0,0.01,Ontario
2015-01-09,32.75,27.06,9.73,56.74,0.0,0.0,Ontario
2015-01-10,33.04,29.07,9.73,78.71,0.0,0.0,Ontario
2015-01-11,37.64,30.54,9.78,87.91,0.0,0.05,Ontario
2015-01-12,41.14,26.97,9.83,117.86,0.0,0.05,Ontario
2015-01-13,44.06,28.76,9.83,208.82,0.0,0.0,Ontario
2015-01-14,35.02,26.26,9.83,54.62,0.0,0.0,Ontario
2015-01-15,35.45,30.66,9.83,61.41,0.0,0.0,Ontario
2015-01-16,35.24,29.86,10.16,123.4,0.0,0.33,Ontario
2015-01-17,33.6,29.68,10.29,65.99,0.0,0.13,Ontario
2015-01-18,41.69,30.35,10.29,119.59,0.0,0.0,Ontario
2015-01-19,32.99,24.54,10.29,97.83,0.0,0.0,Ontario
2015-01-20,30.37,22.33,10.3,104.34,0.0,0.01,Ontario
2015-01-21,29.46,24.6,10.3,31.89,0.0,0.0,Ontario
2015-01-22,33.67,25.21,10.3,90.21,0.0,0.0,Ontario
2015-01-23,42.28,27.18,10.3,200.58,0.0,0.0,Ontario
2015-01-24,40.71,28.28,10.31,60.19,0.0,0.01,Ontario
2015-01-25,39.17,30.05,10.32,29.47,0.0,0.01,Ontario
2015-01-26,62.02,26.79,10.32,62.44,0.0,0.0,Ontario
2015-01-27,38.93,26.48,10.32,29.82,0.0,0.0,Ontario
2015-01-28,50.22,29.98,10.32,74.46,0.0,0.0,Ontario
2015-01-29,44.62,26.73,10.32,36.13,0.0,0.0,Ontario
2015-01-30,50.4,29.04,10.32,90.19,0.0,0.0,Ontario
2015-01-31,51.95,23.19,10.32,106.55,0.0,0.0,Ontario
2015-02-01,40.28,29.25,10.35,32.41,0.0,0.03,Ontario
2015-02-02,39.29,34.63,10.55,22.18,0.0,0.2,Ontario
2015-02-03,42.77,36.22,10.71,28.03,0.0,0.16,Ontario
2015-02-04,46.56,38.18,10.77,38.65,0.0,0.06,Ontario
2015-02-05,45.34,38.17,10.78,21.64,0.0,0.01,Ontario
2015-02-06,63.93,37.56,10.79,27.74,0.0,0.01,Ontario
2015-02-07,65.2,46.65,10.89,107.7,0.0,0.1,Ontario
2015-02-08,63.51,39.49,10.93,125.35,0.0,0.04,Ontario
2015-02-09,60.49,47.56,10.93,61.34,0.0,0.0,Ontario
2015-02-10,55.27,37.71,10.93,126.5,0.0,0.0,Ontario
2015-02-11,52.52,29.71,10.93,174.06,0.0,0.0,Ontario
2015-02-12,56.44,33.71,10.94,181.34,0.0,0.01,Ontario
2015-02-13,53.81,28.43,10.94,160.99,0.0,0.0,Ontario
2015-02-14,62.64,36.76,10.94,247.98,0.0,0.0,Ontario
2015-02-15,57.95,39.0,10.94,262.81,0.0,0.0,Ontario
2015-02-16,55.16,31.6,10.94,264.92,0.0,0.0,Ontario
2015-02-17,52.66,25.25,10.94,272.48,0.0,0.0,Ontario
2015-02-18,56.08,26.05,10.94,278.33,0.0,0.0,Ontario
2015-02-19,58.17,29.54,10.94,257.33,0.0,0.0,Ontario
2015-02-20,56.69,36.38,10.94,227.24,0.0,0.0,Ontario
2015-02-21,51.14,33.87,10.94,242.16,0.0,0.0,Ontario
2015-02-22,45.55,26.22,10.94,340.93,0.0,0.0,Ontario
2015-02-23,47.04,19.88,10.94,351.85,0.0,0.0,Ontario
2015-02-24,53.33,20.12,10.94,331.93,0.0,0.0,Ontario
2015-02-25,57.67,32.54,10.97,320.88,0.0,0.03,Ontario
2015-02-26,51.83,38.34,10.97,166.66,0.0,0.0,Ontario
2015-02-27,53.47,29.53,10.97,259.22,0.0,0.0,Ontario
2015-02-28,53.84,35.28,10.97,272.54,0.0,0.0,Ontario
2015-03-01,48.68,25.62,10.97,366.65,0.0,0.0,Ontario
2015-03-02,51.07,24.33,10.97,347.62,0.0,0.0,Ontario
2015-03-03,47.28,29.78,10.97,390.42,0.0,0.0,Ontario
2015-03-04,49.66,21.03,10.97,398.55,0.0,0.0,Ontario
2015-03-05,56.08,19.62,10.97,375.09,0.0,0.0,Ontario
2015-03-06,61.67,24.21,10.97,395.68,0.0,0.0,Ontario
2015-03-07,65.02,28.01,10.97,386.6,0.0,0.0,Ontario
2015-03-08,66.49,32.29,10.97,411.16,0.0,0.0,Ontario
2015-03-09,66.49,29.59,10.97,417.61,0.0,0.0,Ontario
2015-03-10,67.85,30.38,10.98,396.48,0.0,0.01,Ontario
2015-03-11,54.8,43.17,11.08,78.53,0.0,0.1,Ontario
2015-03-12,66.25,36.68,11.08,434.51,0.0,0.0,Ontario
2015-03-13,68.39,33.0,11.08,396.28,0.0,0.0,Ontario
2015-03-14,59.39,46.27,11.18,101.28,0.0,0.1,Ontario
2015-03-15,60.86,48.29,11.18,116.21,0.0,0.0,Ontario
