date,max_temp_f,min_temp_f,cum_precip_in,solar_langley,wind_speed_mph,daily_precip_in,location
2017-01-01,36.41,28.88,13.78,51.64,0.0,0.0,Pendleton
2017-01-02,30.47,21.84,13.78,18.06,0.0,0.0,Pendleton
2017-01-03,26.58,20.33,13.79,114.65,0.0,0.01,Pendleton
2017-01-04,26.83,1.24,13.79,103.83,0.0,0.0,Pendleton
2017-01-05,24.5,-3.0,13.8,162.04,0.0,0.01,Pendleton
2017-01-06,23.18,-5.37,13.83,160.95,0.0,0.03,Pendleton
2017-01-07,17.08,13.97,13.83,34.52,0.0,0.0,Pendleton
2017-01-08,22.23,15.79,13.83,19.91,0.0,0.0,Pendleton
2017-01-09,28.46,14.69,13.97,40.03,0.0,0.14,Pendleton
2017-01-10,30.29,25.92,13.97,9.97,0.0,0.0,Pendleton
2017-01-11,26.76,20.58,13.97,27.62,0.0,0.0,Pendleton
2017-01-12,25.34,9.64,13.97,113.81,0.0,0.0,Pendleton
2017-01-13,17.32,12.45,13.97,48.88,0.0,0.0,Pendleton
2017-01-14,17.92,3.86,13.97,166.5,0.0,0.0,Pendleton
2017-01-15,20.68,5.26,13.97,122.18,0.0,0.0,Pendleton
2017-01-16,19.37,7.65,13.97,134.74,0.0,0.0,Pendleton
2017-01-17,22.78,14.82,13.97,71.63,0.0,0.0,Pendleton
2017-01-18,33.21,22.1,14.31,114.23,0.0,0.34,Pendleton
2017-01-19,40.82,30.65,15.09,132.26,0.0,0.78,Pendleton
2017-01-20,36.47,31.6,15.32,34.53,0.0,0.23,Pendleton
2017-01-21,39.2,32.15,15.49,66.72,0.0,0.17,Pendleton
2017-01-22,41.54,31.54,15.6,89.64,0.0,0.11,Pendleton
2017-01-23,40.35,32.39,15.67,103.57,0.0,0.07,Pendleton
2017-01-24,45.53,31.48,15.67,149.34,0.0,0.0,Pendleton
2017-01-25,38.76,30.68,15.7,68.1,0.0,0.03,Pendleton
2017-01-26,48.1,30.83,15.7,142.29,0.0,0.0,Pendleton
2017-01-27,35.91,32.39,15.7,73.79,0.0,0.0,Pendleton
2017-01-28,35.11,31.42,15.7,90.31,0.0,0.0,Pendleton
2017-01-29,45.24,29.54,15.7,137.97,0.0,0.0,Pendleton
2017-01-30,40.04,27.36,15.7,75.44,0.0,0.0,Pendleton
2017-01-31,36.1,30.4,15.74,45.43,0.0,0.04,Pendleton
2017-02-01,32.6,25.17,15.74,117.83,0.0,0.0,Pendleton
2017-02-02,29.99,23.67,15.74,106.54,0.0,0.0,Pendleton
2017-02-03,26.1,21.55,15.74,74.09,0.0,0.0,Pendleton
2017-02-04,38.17,22.71,16.19,124.95,0.0,0.45,Pendleton
2017-02-05,37.68,30.65,16.93,85.19,0.0,0.74,Pendleton
2017-02-06,39.74,29.31,17.17,100.49,0.0,0.24,Pendleton
2017-02-07,36.96,28.52,17.38,69.99,0.0,0.21,Pendleton
2017-02-08,31.93,28.33,17.38,29.06,0.0,0.0,Pendleton
2017-02-09,42.13,30.77,18.64,151.27,0.0,1.26,Pendleton
2017-02-10,50.78,34.22,18.75,196.21,0.0,0.11,Pendleton
2017-02-11,48.49,25.84,18.76,193.6,0.0,0.01,Pendleton
2017-02-12,44.66,21.91,18.76,227.26,0.0,0.0,Pendleton
2017-02-13,42.33,20.46,18.76,276.91,0.0,0.0,Pendleton
2017-02-14,41.9,18.33,18.76,217.74,0.0,0.0,Pendleton
2017-02-15,35.49,30.03,19.54,46.97,0.0,0.78,Pendleton
2017-02-16,40.22,32.09,19.88,91.74,0.0,0.34,Pendleton
2017-02-17,50.88,34.34,19.9,271.31,0.0,0.02,Pendleton
2017-02-18,44.02,33.95,20.03,117.85,0.0,0.13,Pendleton
2017-02-19,44.42,33.65,20.18,166.24,0.0,0.15,Pendleton
2017-02-20,47.49,34.74,20.44,189.33,0.0,0.26,Pendleton
2017-02-21,44.58,32.67,20.88,123.26,0.0,0.44,Pendleton
2017-02-22,45.51,29.11,20.88,292.39,0.0,0.0,Pendleton
2017-02-23,43.84,26.29,20.88,244.8,0.0,0.0,Pendleton
2017-02-24,42.69,25.31,20.88,212.39,0.0,0.0,Pendleton
2017-02-25,45.57,24.94,20.88,253.2,0.0,0.0,Pendleton
2017-02-26,41.56,29.19,20.93,120.5,0.0,0.05,Pendleton
2017-02-27,41.31,27.06,20.97,186.1,0.0,0.04,Pendleton
2017-02-28,47.19,32.69,21.02,259.43,0.0,0.05,Pendleton
2017-03-01,50.23,34.25,21.03,263.64,0.0,0.01,Pendleton
2017-03-02,48.86,30.09,21.03,275.58,0.0,0.0,Pendleton
2017-03-03,51.69,37.88,21.16,208.46,0.0,0.13,Pendleton
2017-03-04,45.58,35.53,21.32,178.78,0.0,0.16,Pendleton
2017-03-05,46.85,30.5,21.32,299.97,0.0,0.0,Pendleton
2017-03-06,44.63,32.45,21.44,222.56,0.0,0.12,Pendleton
2017-03-07,44.3,32.63,22.23,80.28,0.0,0.79,Pendleton
2017-03-08,44.75,38.76,22.58,188.53,0.0,0.35,Pendleton
2017-03-09,46.73,38.75,23.17,91.15,0.0,0.59,Pendleton
2017-03-10,58.04,38.73,23.17,173.63,0.0,0.0,Pendleton
2017-03-11,52.13,34.13,23.37,155.69,0.0,0.2,Pendleton
2017-03-12,60.62,41.86,23.37,297.74,0.0,0.0,Pendleton
2017-03-13,52.41,39.89,23.53,162.99,0.0,0.16,Pendleton
2017-03-14,59.73,45.15,23.59,172.83,0.0,0.06,Pendleton
2017-03-15,56.88,45.25,23.7,173.82,0.0,0.11,Pendleton
2017-03-16,52.9,35.87,23.7,405.23,0.0,0.0,Pendleton
2017-03-17,44.93,31.6,23.93,134.0,0.0,0.23,Pendleton
2017-03-18,49.79,40.01,24.09,145.78,0.0,0.16,Pendleton
2017-03-19,53.75,30.62,24.09,432.19,0.0,0.0,Pendleton
2017-03-20,51.83,33.28,24.18,158.59,0.0,0.09,Pendleton
2017-03-21,46.55,38.67,24.69,95.76,0.0,0.51,Pendleton
2017-03-22,53.98,41.89,24.79,298.94,0.0,0.1,Pendleton
2017-03-23,57.24,33.64,24.96,415.97,0.0,0.17,Pendleton
2017-03-24,54.16,41.21,25.45,242.29,0.0,0.49,Pendleton
2017-03-25,52.71,40.92,25.51,293.17,0.0,0.06,Pendleton
2017-03-26,46.15,39.4,25.96,84.43,0.0,0.45,Pendleton
2017-03-27,55.42,38.79,26.07,420.21,0.0,0.11,Pendleton
2017-03-28,55.67,42.6,26.08,265.47,0.0,0.01,Pendleton
2017-03-29,60.83,43.26,26.53,232.23,0.0,0.45,Pendleton
2017-03-30,54.75,40.22,26.54,406.75,0.0,0.01,Pendleton
2017-03-31,60.97,32.26,26.54,489.62,0.0,0.0,Pendleton
2017-04-01,58.59,41.28,26.54,279.85,0.0,0.0,Pendleton
