date,max_temp_f,min_temp_f,cum_precip_in,solar_langley,wind_speed_mph,daily_precip_in,location
2020-01-01,46.97,34.03,8.92,102.76,0.0,0.0,Klamath_Falls
2020-01-02,45.65,27.61,8.92,186.49,0.0,0.0,Klamath_Falls
2020-01-03,51.63,22.34,8.93,179.92,0.0,0.01,Klamath_Falls
2020-01-04,46.49,30.94,9.0,216.79,0.0,0.07,Klamath_Falls
2020-01-05,38.55,27.19,9.01,134.63,0.0,0.01,Klamath_Falls
2020-01-06,45.42,24.21,9.01,175.05,0.0,0.0,Klamath_Falls
2020-01-07,47.67,20.41,9.03,198.84,0.0,0.02,Klamath_Falls
2020-01-08,37.57,30.11,9.13,101.42,0.0,0.1,Klamath_Falls
2020-01-09,36.81,17.52,9.36,211.65,0.0,0.23,Klamath_Falls
2020-01-10,37.94,13.69,9.38,110.69,0.0,0.02,Klamath_Falls
2020-01-11,35.85,27.49,9.55,189.82,0.0,0.17,Klamath_Falls
2020-01-12,37.81,28.1,9.6,112.71,0.0,0.05,Klamath_Falls
2020-01-13,34.31,26.89,9.77,85.08,0.0,0.17,Klamath_Falls
2020-01-14,31.16,13.82,9.98,132.98,0.0,0.21,Klamath_Falls
2020-01-15,33.25,-2.54,10.0,174.16,0.0,0.02,Klamath_Falls
2020-01-16,35.11,22.34,10.43,73.37,0.0,0.43,Klamath_Falls
2020-01-17,32.0,12.8,10.44,104.01,0.0,0.01,Klamath_Falls
2020-01-18,39.24,23.41,10.44,184.8,0.0,0.0,Klamath_Falls
2020-01-19,33.4,11.7,10.43,176.39,0.0,10.43,Klamath_Falls
2020-01-20,42.11,26.76,10.44,115.53,0.0,0.01,Klamath_Falls
2020-01-21,39.04,26.27,10.44,78.44,0.0,0.0,Klamath_Falls
2020-01-22,40.33,24.81,10.45,127.16,0.0,0.01,Klamath_Falls
2020-01-23,44.88,24.51,10.56,184.43,0.0,0.11,Klamath_Falls
2020-01-24,53.32,32.18,10.78,188.4,0.0,0.22,Klamath_Falls
2020-01-25,44.11,32.76,11.17,82.98,0.0,0.39,Klamath_Falls
2020-01-26,46.99,35.33,11.2,254.27,0.0,0.03,Klamath_Falls
2020-01-27,45.48,31.73,11.22,107.69,0.0,0.02,Klamath_Falls
2020-01-28,46.39,28.2,11.22,203.45,0.0,0.0,Klamath_Falls
2020-01-29,42.83,27.12,11.27,113.11,0.0,0.05,Klamath_Falls
2020-01-30,48.99,31.6,11.27,130.68,0.0,0.0,Klamath_Falls
2020-01-31,57.4,29.78,11.27,256.2,0.0,0.0,Klamath_Falls
2020-02-01,57.32,27.68,11.27,224.72,0.0,0.0,Klamath_Falls
2020-02-02,39.24,21.0,11.27,239.26,0.0,0.0,Klamath_Falls
2020-02-03,34.41,10.86,11.27,297.19,0.0,0.0,Klamath_Falls
2020-02-04,33.44,13.31,11.27,211.43,0.0,0.0,Klamath_Falls
2020-02-05,48.0,25.26,11.27,159.49,0.0,0.0,Klamath_Falls
2020-02-06,55.34,22.88,11.28,300.95,0.0,0.01,Klamath_Falls
2020-02-07,57.27,19.59,11.27,317.0,0.0,11.27,Klamath_Falls
2020-02-08,40.38,24.99,11.27,260.74,0.0,0.0,Klamath_Falls
2020-02-09,43.98,20.68,11.27,299.62,0.0,0.0,Klamath_Falls
2020-02-10,51.79,16.27,11.27,326.71,0.0,0.0,Klamath_Falls
