datetime,ACRES_FTR_GEOM
2014-01-01,118340.248220866
2015-01-01,2298.3469231510003
2016-01-01,97490.234535335
2017-01-01,6428.759621126002
2018-01-01,100940.10520955801
2019-01-01,10413.323415961
2020-01-01,100527.97355491499
2021-01-01,10612.792411042
2022-01-01,0.0
