layer,OPENET_ID,ACRES_FTR_GEOM,GRIDMET_ID,HUC8,HUC8_name,HUC12,HUC12_name,IRR_EFF,ITYPE,OWRD,Region,srctype,year,month,metric,value
per_IRRIGATED,ORx_158802,116.1253655,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.65,4.0,14,18.0,1.0,1985,,per_IRRIGATED,0.232534233
per_IRRIGATED,ORx_158803,117.8125101,572492,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,79.07848984
per_IRRIGATED,ORx_158804,114.256156,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,53.24234792
per_IRRIGATED,ORx_158805,102.8564349,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,98.92330227
per_IRRIGATED,ORx_158806,48.0928239,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.69873427
per_IRRIGATED,ORx_158807,11.56817348,572492,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,95.5782906
per_IRRIGATED,ORx_158808,7.191308442,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,98.17269126
per_IRRIGATED,ORx_158809,85.72630861,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.59809531
per_IRRIGATED,ORx_158810,259.6357085,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.65,4.0,14,18.0,1.0,1985,,per_IRRIGATED,99.76892063
per_IRRIGATED,ORx_158811,125.2817422,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,97.16189706
per_IRRIGATED,ORx_158812,125.2003095,572493,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.49332553
per_IRRIGATED,ORx_158813,126.7795038,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,98.86794459
per_IRRIGATED,ORx_158814,127.2635544,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.99240885
per_IRRIGATED,ORx_158815,100.8785912,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,98.92427976
per_IRRIGATED,ORx_158816,120.1748243,572493,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,98.47464035
per_IRRIGATED,ORx_158817,126.8520561,572493,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,96.39479052
per_IRRIGATED,ORx_158818,74.00957057,572493,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,79.74860187
per_IRRIGATED,ORx_158819,44.70989767,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.65,4.0,14,18.0,1.0,1985,,per_IRRIGATED,95.71557566
per_IRRIGATED,ORx_158820,69.48905852,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.75,2.0,14,18.0,1.0,1985,,per_IRRIGATED,93.61323201
per_IRRIGATED,ORx_158821,89.88301422,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.75,2.0,14,18.0,1.0,1985,,per_IRRIGATED,94.53489524
per_IRRIGATED,ORx_158822,181.7940412,572492,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.75,2.0,14,18.0,1.0,1985,,per_IRRIGATED,44.2492771
per_IRRIGATED,ORx_158823,95.24491129,572493,18010204,Lost,180102040803,Brookside Creek-Frontal Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,70.11154648
per_IRRIGATED,ORx_158824,30.3963308,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,1985,,per_IRRIGATED,99.46303498
per_IRRIGATED,ORx_158825,27.60686177,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,1985,,per_IRRIGATED,100.0
per_IRRIGATED,ORx_158826,68.35332445,572494,18010204,Lost,180102040804,Swan Lake,0.75,2.0,14,18.0,1.0,1985,,per_IRRIGATED,95.94705688
per_IRRIGATED,ORx_158827,11.38663009,572494,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.98867099
per_IRRIGATED,ORx_158828,71.88704385,572494,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.42757604
