OPENET_ID,ACRES_FTR_GEOM,GRIDMET_ID,HUC8,HUC8_name,HUC12,HUC12_name,IRR_EFF,ITYPE,OWRD,Region,srctype,per_IRRIGATED_85,per_IRRIGATED_86,per_IRRIGATED_87,per_IRRIGATED_88,per_IRRIGATED_89,per_IRRIGATED_90,per_IRRIGATED_91,per_IRRIGATED_92,per_IRRIGATED_93,per_IRRIGATED_94,per_IRRIGATED_95,per_IRRIGATED_96,per_IRRIGATED_97,per_IRRIGATED_98,per_IRRIGATED_99,per_IRRIGATED_00,per_IRRIGATED_01,per_IRRIGATED_02,per_IRRIGATED_03,per_IRRIGATED_04,per_IRRIGATED_05,per_IRRIGATED_06,per_IRRIGATED_07,per_IRRIGATED_08,per_IRRIGATED_09,per_IRRIGATED_10,per_IRRIGATED_11,per_IRRIGATED_12,per_IRRIGATED_13,per_IRRIGATED_14,per_IRRIGATED_15,per_IRRIGATED_16,per_IRRIGATED_17,per_IRRIGATED_18,per_IRRIGATED_19,per_IRRIGATED_20,per_IRRIGATED_21,per_IRRIGATED_22,per_IRRIGATED_23,per_IRRIGATED_24
ORx_158731,54.27545664,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,99.63921453,99.65820472779178,99.65820472779178,99.17398728128306,99.57631520474054,96.31266233571432,99.17398728128306,96.40990735923204,99.72110405519084,99.4671285941067,99.72110405519084,99.72110405519084,99.72110405519084,99.72110405519084,99.72110405519084,99.72110405519084,99.72110405519084,99.72110405519084,99.39354453560114,99.39354453560114,99.57631520474054,99.54189699797448,99.57631520474054,99.57631520474054,99.54189699797448,99.57631520474054,99.57631520474054,99.54189699797448,99.62378652102568,98.21033042705724,99.54189699797448,99.47543405548532,99.39354452317576,99.53833338305913,99.57631519087283,99.62378652,99.68668585,98.95087732865404,99.51222917962912,97.51480624010672
ORx_158732,39.49535467,575265,18010204,Lost,180102040802,Grizzly Butte,0.85,1.0,14,18.0,0.0,2.132140949,0.8306932814414348,0.0,0.0,0.8306932814414348,0.0,0.0,0.0,1.6613935818929473,0.0,0.8306932814414348,0.0,0.061896885459424,0.0,6.46645365401381,0.0,0.0,0.0,0.0,0.0,0.0,0.8306932814414348,0.0,1.2460434316671911,0.0,0.0,3.1501644043300288,0.0,0.0,0.0,45.5047119668183,53.13419884243326,48.87643942474498,53.01697320565412,56.58399043496235,51.22028669,45.05851435,54.608194000488574,48.490312461934,49.7461902784362
ORx_158733,118.2093424,575265,18010204,Lost,180102040802,Grizzly Butte,0.85,1.0,14,18.0,3.0,98.97084896,98.12232851212418,98.93930134124584,98.84628592663653,98.94256487415365,98.5411406225536,98.97411249220568,89.26425969559415,98.94256487415365,98.93930134124584,98.97411249220568,97.47723096041577,98.93930134124584,98.97411249220568,98.97411249220568,98.93930134124584,98.93875737083908,98.97411249220568,98.97084895929792,98.66133949490128,98.97411249220568,98.97084895929792,98.97084895929792,98.9741124922057,98.85662517424912,98.97411249220568,98.97084895929792,98.81636967290942,97.78723328348669,98.83649878622175,98.97411249220568,98.97411252385992,98.97411252385992,98.97411252385992,98.91645216143743,97.73010098,96.27556166,95.8257312584038,98.3094102127652,98.92896465117308
ORx_158734,149.9196212,575265,18010204,Lost,180102040802,Grizzly Butte,0.85,1.0,14,18.0,1.0,99.34184717,99.45983366089166,99.34184717310409,99.75888139855496,99.75888139855496,99.75888139855496,99.34184717310409,98.87335035084668,99.16637406599916,99.67951043091378,99.16637406599916,99.1204687696458,99.50403732380887,99.75888139855496,99.75888139855496,99.34184717310409,99.37359852567738,99.42121814074524,99.2942275580362,99.51647099137912,99.56237628773248,99.39677018487704,99.56237628773248,99.34184717310409,99.09387259994656,99.09601772718965,99.2959418767507,98.63824059996436,99.30496608796076,99.19941633620692,99.75888139855496,99.75888141704078,99.56237632226316,99.34184720662242,99.20069774832255,99.25561204,99.12046877,97.92089404674152,99.21313695216465,98.09119092852605
ORx_158735,82.32810469,575265,18010204,Lost,180102040802,Grizzly Butte,0.85,1.0,14,18.0,3.0,100.0,99.12420342405,97.60922576502168,100.0,100.0,98.54450670939556,100.0,97.07259541903728,100.0,99.23748611553128,100.0,100.0,100.0,100.0,100.0,100.0,99.7734216836234,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.83045673471756,100.0,99.83045673471756,99.94296494890584,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.93983985,99.93983985,99.22181899676748,99.37730059699167,99.88124348467024
ORx_158736,23.21797833,575264,18010204,Lost,180102040802,Grizzly Butte,0.85,1.0,14,18.0,1.0,89.46360049,70.57582322566867,62.750826066926415,63.66213794677209,83.3253873363649,37.96326923098879,57.54076877182688,16.31980962167563,96.6180377143232,8.58095573674169,87.43592891334926,57.40249315685997,74.50632445984643,78.40609688142798,95.20542395168228,63.12486318779848,10.940814778347,67.50961348484475,27.70940272797622,33.56498719883516,58.79276466998528,62.65674121863639,98.5153847561241,98.73143065425182,97.81462049681238,98.73143065425182,98.73143065425182,97.41300180149376,98.73143065425182,99.24938132334078,99.40726368581156,99.4072636750475,99.4072636750475,99.4072636750475,99.4072636750475,99.03333543,97.78138455,97.34370701595138,99.26599872923322,94.0946735289806
ORx_158737,68.76199692,575264,18010204,Lost,180102040802,Grizzly Butte,0.85,1.0,14,18.0,3.0,99.89805931,100.0,97.93120844877843,99.67266750504116,100.0,96.3619289478382,99.31540796939836,96.3619289478382,100.0,96.83890217690352,100.0,99.76151374298676,100.0,99.89805930871285,100.0,100.0,96.70236064067782,100.0,97.07738526562338,98.70095193205783,99.76151489652996,99.23778017875732,98.9095029392678,100.0,100.0,100.0,100.0,100.0,98.22674889123152,99.89618269825074,100.0,100.0,100.0,99.994388575946,96.6544913234054,99.62215107,99.52582586,98.72430963122484,100.0,98.96372651371549
ORx_158738,77.6955499,575265,18010204,Lost,180102040802,Grizzly Butte,0.85,1.0,14,18.0,3.0,99.34107277,99.16971232008196,97.44867297965956,98.6341133738492,98.98345251347172,98.43544119597418,98.08609222982612,96.42466053425989,99.16971232008196,97.00330390127202,99.34024496127952,97.87499689077602,98.80464601504674,98.9155746160816,99.17054013095576,98.16142731280702,97.21439924032214,98.39570283526146,97.21439924032214,97.6597656440341,98.66970689190316,97.42549368781374,97.00330390127202,98.8203731804594,96.50496286008476,98.32036775228056,97.9511642004676,99.424683828388,99.49090941077785,99.30464960416758,99.49090941077785,99.49090940732071,99.4553130936028,99.4561409064838,99.49090940732071,99.17054013,98.94206229,96.5778667392804,97.75664811697835,96.64908923023104
ORx_158739,72.7673979,575264,18010204,Lost,180102040802,Grizzly Butte,0.85,1.0,14,18.0,3.0,99.35284886,99.54911601032072,98.90196677646352,98.90196677646352,98.90196677646352,98.22564650475672,97.7747682278896,94.11744643456376,98.45108659532563,87.3454732494941,98.45108659532563,98.31406828085362,98.45108659532563,98.90196677646352,99.32455953553918,98.8400836137398,89.30278221087516,98.45108659532563,90.0092255769749,93.5878607448919,96.87304309462226,95.09610128677372,84.61456488431463,99.35284886187208,88.1331683383888,92.46248747081113,98.45108659532563,99.35284886187208,99.56944999416898,99.56944999416898,98.90196868073424,99.10974256414283,99.68172895263127,99.56944999252796,99.52259738844216,99.54734809,98.91703376,96.3081744547802,99.3387162379012,99.22996928817088
ORx_158740,146.1408376,575264,18010204,Lost,180102040802,Grizzly Butte,0.85,1.0,14,18.0,1.0,91.65394389,98.19962406000552,8.196982277129914,99.78480647046167,99.60701460987966,99.8684190411956,99.60701460987966,98.09173895506515,99.4886345083492,99.8420153673512,99.47411227581844,99.3605749279522,99.38257721989832,99.37641605037018,99.77688398527548,99.57885063906264,99.4666317070603,99.38257721989832,99.38081692292576,99.26639997309422,99.38081692292576,99.29280364693864,99.32712856793178,99.38257721989832,99.38257721989832,99.38257721989832,99.38257721989832,99.29896453019384,99.8191315587572,99.79096763998982,99.63914144984057,98.76295906769737,99.21183151869889,99.26772027890983,38.48588415802398,99.69283131,98.54380846,98.81354946215356,99.78612618384837,99.47235336187876
ORx_158741,10.11696548,575264,18010204,Lost,180102040802,Grizzly Butte,0.85,1.0,14,18.0,1.0,99.84746495,99.8474649540642,85.69348574940511,99.8474649540642,100.0,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.8474649540642,99.61866431795649,96.37728090118432,99.8474649540642,99.8474649540642,100.0,99.8474649540642,99.8474649540642,99.8474649540642,100.0,99.61866431795649,100.0,99.84746488942892,99.84746488942892,99.84746488942892,99.84746495,100.0,98.54454868386172,100.0,99.54875137322075
ORx_158742,147.1273466,575264,18010204,Lost,180102040802,Grizzly Butte,0.85,1.0,14,18.0,1.0,99.90905646,99.7975678903261,99.70051081136975,99.7975636526161,99.90905646178392,99.90905646178392,99.90905646178392,99.8941923875628,99.90905646178392,99.90905646178392,99.90905646178392,99.90905646178392,99.90905646178392,99.82642340689202,99.90905646178392,99.90905646178392,99.90905646178392,99.90905646178392,99.90905646178392,99.90905646178392,99.90905646178392,99.85484634800028,99.75604319283264,99.90905646178392,99.89288084040273,99.90905646178392,99.90905646178392,99.90905646178392,99.90774491462383,99.90905646178392,99.71756816255754,99.90905650159576,99.45176608909266,99.89419235263205,99.85047503398722,99.79451569,96.19556341,99.33852639914608,99.876714087665,99.89901045196676
ORx_158743,6.162797982,575264,18010204,Lost,180102040802,Grizzly Butte,0.85,1.0,14,18.0,1.0,97.78613071,97.78613070686248,97.78613070686248,97.78613070686248,97.84878823747394,97.78613070686248,97.84878823747394,97.78613070686248,97.78613070686248,98.12030420345688,98.5066863550976,97.78613070686248,98.12030420345688,97.84878823747394,98.22473342114264,98.12030420345688,97.78613070686248,97.78613070686248,97.78613070686248,97.78613070686248,97.78613070686248,97.78613070686248,97.78613070686248,97.78613070686248,97.78613070686248,98.40225713741184,97.78613070686248,97.78613070686248,98.56934388570905,98.28739095175408,97.78613070686248,97.84878823472717,100.0,99.5613972894956,99.21678681408012,99.49873976,98.50668636,98.52756201102729,99.0497058943462,98.98704836373474
